"3OEWW2KGQIA2ZTMNN8KILURVNHNDOI","3PZDLQMM0TLGAEPYQGWCIV1UW40C2L",54,"Rejected","Wed Jan 11 17:42:31 PST 2017",,"Thu Jan 12 10:48:01 PST 2017","Auto-Reject: Quality-control program identified this assignment as spam.",45,"7900__mass_4__melding_9 3","7900__sometimes_8__melding_9 3","7900__patches_13__melding_9 1","7900__hard_20__melding_9 1",,,,"7843__excess_15__dream_12 1","7681__Hence_1__force_4 3","7681__net_3__force_4 2","7681__electron_7__force_4 2","7681__[formula_9__force_4 3",,,"322__institution_30__venerable_27 1","7606__phenomena_9__played_16 2","7606__role_14__played_16 2","7606__current_19__played_16 3","7606__charged_21__played_16 3",,,"7610__discussed_25__Section_27 3","7763__painter_10__world_17 2","7763__obsession_12__world_17 2","7763__illuminated_15__world_17 1","7763__material_16__world_17 1",,,"5977__intuition_5__accurate_8 1","296__expect_11__doodlings_15 3","296__self_12__doodlings_15 3","296__-absorbed_13__doodlings_15 3","296__acoustic_14__doodlings_15 1",,,"7733__flows_10__current_9 2",3,1,2,,
"3OEWW2KGQIA2ZTMNN8KILURVNHNDOI","3QL2OFSM96ICZ0ERCZUWAJ4S7YENC8",50,"Approved","Wed Jan 11 12:23:17 PST 2017","Thu Jan 12 10:48:01 PST 2017",,,130,"7900__mass_4__melding_9 1","7900__sometimes_8__melding_9 1","7900__patches_13__melding_9 1","7900__hard_20__melding_9 1",,,,"7843__excess_15__dream_12 3","7681__Hence_1__force_4 2","7681__net_3__force_4 2","7681__electron_7__force_4 2","7681__[formula_9__force_4 2",,,"322__institution_30__venerable_27 1","7606__phenomena_9__played_16 1","7606__role_14__played_16 1","7606__current_19__played_16 1","7606__charged_21__played_16 1",,,"7610__discussed_25__Section_27 0","7763__painter_10__world_17 3","7763__obsession_12__world_17 3","7763__illuminated_15__world_17 3","7763__material_16__world_17 3",,,"5977__intuition_5__accurate_8 2","296__expect_11__doodlings_15 2","296__self_12__doodlings_15 2","296__-absorbed_13__doodlings_15 2","296__acoustic_14__doodlings_15 2",,,"7733__flows_10__current_9 1",3,1,0,,
"3OEWW2KGQIA2ZTMNN8KILURVNHNDOI","3QXNC7EIPIV7G6FHZ9I7XH77TJC90C",55,"Approved","Wed Jan 11 11:23:37 PST 2017","Thu Jan 12 10:48:01 PST 2017",,,1127,"7900__mass_4__melding_9 1","7900__sometimes_8__melding_9 1","7900__patches_13__melding_9 1","7900__hard_20__melding_9 1",,,,"7843__excess_15__dream_12 3","7681__Hence_1__force_4 1","7681__net_3__force_4 1","7681__electron_7__force_4 1","7681__[formula_9__force_4 1",,,"322__institution_30__venerable_27 2","7606__phenomena_9__played_16 1","7606__role_14__played_16 1","7606__current_19__played_16 1","7606__charged_21__played_16 1",,,"7610__discussed_25__Section_27 1","7763__painter_10__world_17 3","7763__obsession_12__world_17 3","7763__illuminated_15__world_17 3","7763__material_16__world_17 3",,,"5977__intuition_5__accurate_8 1","296__expect_11__doodlings_15 1","296__self_12__doodlings_15 1","296__-absorbed_13__doodlings_15 1","296__acoustic_14__doodlings_15 3",,,"7733__flows_10__current_9 1",3,1,1,,
"3OEWW2KGQIA2ZTMNN8KILURVNHNDOI","3YGXWBAF70HQDS4LUUF0BAYSGKQ4C7",51,"Approved","Thu Jan 12 11:17:05 PST 2017","Thu Jan 12 11:52:54 PST 2017",,,89,"7900__mass_4__melding_9 3","7900__sometimes_8__melding_9 2","7900__patches_13__melding_9 1","7900__hard_20__melding_9 2",,,,"7843__excess_15__dream_12 3","7681__Hence_1__force_4 2","7681__net_3__force_4 2","7681__electron_7__force_4 3","7681__[formula_9__force_4 2",,,"322__institution_30__venerable_27 2","7606__phenomena_9__played_16 1","7606__role_14__played_16 2","7606__current_19__played_16 2","7606__charged_21__played_16 2",,,"7610__discussed_25__Section_27 3","7763__painter_10__world_17 2","7763__obsession_12__world_17 3","7763__illuminated_15__world_17 2","7763__material_16__world_17 2",,,"5977__intuition_5__accurate_8 2","296__expect_11__doodlings_15 3","296__self_12__doodlings_15 2","296__-absorbed_13__doodlings_15 3","296__acoustic_14__doodlings_15 2",,,"7733__flows_10__current_9 1",2,1,2,,
"3YGE63DIN7WG5IUV2INXNHKYWUD0WO","33CID57104TYY0FN7T3G4OW9WRDL3K",56,"Approved","Wed Jan 11 17:35:33 PST 2017","Thu Jan 12 10:48:01 PST 2017",,,888,"7740__electrical_19__resistance_20 0","7740__proportional_22__resistance_20 1","7740__resistivity_25__resistance_20 0","7740__proportional_34__resistance_20 1",,,,"379__setting_15__lagging_12 1","7920__family_7__flight_4 1","7920__ego_12__flight_4 2","7920__sense_16__flight_4 2","7920__identity_18__flight_4 2",,,"7614__strength_25__field_24 0","265__time_24__sell_26 0","265__package_29__sell_26 2","265__voters_31__sell_26 0","265__worrying_33__sell_26 1",,,"7617__choose_15__potential_17 0","10747__composers_20__lot_17 0","10747__artists_22__lot_17 2","10747__died_24__lot_17 3","10747__look_29__lot_17 0",,,"10702__penny_10__pretty_9 1","7933__branch_4__avalanche_13 0","7933__fall_11__avalanche_13 2","7933__green_16__avalanche_13 2","7933__needles_18__avalanche_13 0",,,"254__programme_25__radical_24 0",3,1,0,,
"3YGE63DIN7WG5IUV2INXNHKYWUD0WO","3DYGAII7PL8GWM0NXW8JYDY4BRAPQ3",57,"Approved","Wed Jan 11 12:10:52 PST 2017","Thu Jan 12 10:48:01 PST 2017",,,423,"7740__electrical_19__resistance_20 1","7740__proportional_22__resistance_20 0","7740__resistivity_25__resistance_20 0","7740__proportional_34__resistance_20 0",,,,"379__setting_15__lagging_12 0","7920__family_7__flight_4 1","7920__ego_12__flight_4 0","7920__sense_16__flight_4 0","7920__identity_18__flight_4 0",,,"7614__strength_25__field_24 0","265__time_24__sell_26 0","265__package_29__sell_26 0","265__voters_31__sell_26 0","265__worrying_33__sell_26 0",,,"7617__choose_15__potential_17 0","10747__composers_20__lot_17 0","10747__artists_22__lot_17 0","10747__died_24__lot_17 0","10747__look_29__lot_17 0",,,"10702__penny_10__pretty_9 3","7933__branch_4__avalanche_13 1","7933__fall_11__avalanche_13 3","7933__green_16__avalanche_13 0","7933__needles_18__avalanche_13 1",,,"254__programme_25__radical_24 1",3,1,0,,
"3YGE63DIN7WG5IUV2INXNHKYWUD0WO","3L4D84MILZS7XIYMJTG5S3KRB59JH2",58,"Approved","Wed Jan 11 12:13:05 PST 2017","Thu Jan 12 10:48:02 PST 2017",,,314,"7740__electrical_19__resistance_20 0","7740__proportional_22__resistance_20 0","7740__resistivity_25__resistance_20 0","7740__proportional_34__resistance_20 0",,,,"379__setting_15__lagging_12 1","7920__family_7__flight_4 1","7920__ego_12__flight_4 2","7920__sense_16__flight_4 1","7920__identity_18__flight_4 1",,,"7614__strength_25__field_24 2","265__time_24__sell_26 2","265__package_29__sell_26 1","265__voters_31__sell_26 1","265__worrying_33__sell_26 1",,,"7617__choose_15__potential_17 0","10747__composers_20__lot_17 0","10747__artists_22__lot_17 0","10747__died_24__lot_17 0","10747__look_29__lot_17 0",,,"10702__penny_10__pretty_9 2","7933__branch_4__avalanche_13 1","7933__fall_11__avalanche_13 1","7933__green_16__avalanche_13 2","7933__needles_18__avalanche_13 1",,,"254__programme_25__radical_24 1",3,1,0,,
"3YGE63DIN7WG5IUV2INXNHKYWUD0WO","3L4PIM1GQTGAH17O1YT2GU1LBKPRYE",4,"Approved","Wed Jan 11 14:48:23 PST 2017","Thu Jan 12 10:48:04 PST 2017",,,181,"7740__electrical_19__resistance_20 1","7740__proportional_22__resistance_20 2","7740__resistivity_25__resistance_20 3","7740__proportional_34__resistance_20 0",,,,"379__setting_15__lagging_12 3","7920__family_7__flight_4 2","7920__ego_12__flight_4 3","7920__sense_16__flight_4 3","7920__identity_18__flight_4 3",,,"7614__strength_25__field_24 1","265__time_24__sell_26 0","265__package_29__sell_26 0","265__voters_31__sell_26 1","265__worrying_33__sell_26 0",,,"7617__choose_15__potential_17 2","10747__composers_20__lot_17 0","10747__artists_22__lot_17 0","10747__died_24__lot_17 0","10747__look_29__lot_17 0",,,"10702__penny_10__pretty_9 2","7933__branch_4__avalanche_13 0","7933__fall_11__avalanche_13 1","7933__green_16__avalanche_13 1","7933__needles_18__avalanche_13 3",,,"254__programme_25__radical_24 3",3,1,0,,
"3YGE63DIN7WG5IUV2INXNHKYWUD0WO","3LEP4MGT3G0K3JV895KY3UMGB9HDBE",50,"Approved","Wed Jan 11 12:33:45 PST 2017","Thu Jan 12 10:48:04 PST 2017",,,98,"7740__electrical_19__resistance_20 1","7740__proportional_22__resistance_20 1","7740__resistivity_25__resistance_20 1","7740__proportional_34__resistance_20 1",,,,"379__setting_15__lagging_12 1","7920__family_7__flight_4 2","7920__ego_12__flight_4 2","7920__sense_16__flight_4 2","7920__identity_18__flight_4 2",,,"7614__strength_25__field_24 3","265__time_24__sell_26 1","265__package_29__sell_26 1","265__voters_31__sell_26 1","265__worrying_33__sell_26 1",,,"7617__choose_15__potential_17 0","10747__composers_20__lot_17 1","10747__artists_22__lot_17 1","10747__died_24__lot_17 1","10747__look_29__lot_17 1",,,"10702__penny_10__pretty_9 2","7933__branch_4__avalanche_13 1","7933__fall_11__avalanche_13 1","7933__green_16__avalanche_13 1","7933__needles_18__avalanche_13 1",,,"254__programme_25__radical_24 3",3,1,0,,
"3QE4DGPGBQA17KMW6E6HDHONJI3G4L","374TNBHA8BVA50SOOJ42B4RGFYMYQJ",4,"Approved","Wed Jan 11 14:44:36 PST 2017","Thu Jan 12 10:48:05 PST 2017",,,171,"7769__Metaphor_1__source_20 0","7769__coiled_3__source_20 0","7769__sunflower_7__source_20 2","7769__light_22__source_20 1",,,,"1812__ship_15__waiting_16 1","7939__names_10__parallels_30 0","7939__cultural_29__parallels_30 3","7939__aspects_34__parallels_30 1","7939__brow_42__parallels_30 0",,,"275__house_5__half-way_4 3","256__compromise_15__inferior_25 0","256__election_20__inferior_25 0","256__morally_24__inferior_25 2","256__system_28__inferior_25 3",,,"7886__body_6__gold_5 3","10368__pay_20__rise_30 0","10368__pensioners_25__rise_30 2","10368__er_27__rise_30 3","10368__pound_29__rise_30 2",,,"213__changes_13__co-ordinated_21 0","1137__building_18__seen_22 0","1137__christenings_24__seen_22 1","1137__marriages_26__seen_22 1","1137__burials_28__seen_22 1",,,"383__change_13__setting_10 1",3,1,0,,
"3QE4DGPGBQA17KMW6E6HDHONJI3G4L","3907X2AHF05Z43Y2VLII2V01VM4P2Z",50,"Rejected","Wed Jan 11 12:28:29 PST 2017",,"Thu Jan 12 10:48:05 PST 2017","Auto-Reject: Quality-control program identified this assignment as spam.",74,"7769__Metaphor_1__source_20 3","7769__coiled_3__source_20 1","7769__sunflower_7__source_20 3","7769__light_22__source_20 3",,,,"1812__ship_15__waiting_16 3","7939__names_10__parallels_30 3","7939__cultural_29__parallels_30 3","7939__aspects_34__parallels_30 3","7939__brow_42__parallels_30 3",,,"275__house_5__half-way_4 3","256__compromise_15__inferior_25 2","256__election_20__inferior_25 2","256__morally_24__inferior_25 2","256__system_28__inferior_25 2",,,"7886__body_6__gold_5 3","10368__pay_20__rise_30 2","10368__pensioners_25__rise_30 2","10368__er_27__rise_30 2","10368__pound_29__rise_30 2",,,"213__changes_13__co-ordinated_21 1","1137__building_18__seen_22 1","1137__christenings_24__seen_22 1","1137__marriages_26__seen_22 1","1137__burials_28__seen_22 1",,,"383__change_13__setting_10 2",3,1,0,,
"3QE4DGPGBQA17KMW6E6HDHONJI3G4L","3BEFOD78W6T3MEGC7J9EE634AVK4M9",59,"Approved","Wed Jan 11 13:34:20 PST 2017","Thu Jan 12 10:48:05 PST 2017",,,367,"7769__Metaphor_1__source_20 2","7769__coiled_3__source_20 3","7769__sunflower_7__source_20 2","7769__light_22__source_20 2",,,,"1812__ship_15__waiting_16 3","7939__names_10__parallels_30 2","7939__cultural_29__parallels_30 2","7939__aspects_34__parallels_30 3","7939__brow_42__parallels_30 2",,,"275__house_5__half-way_4 3","256__compromise_15__inferior_25 2","256__election_20__inferior_25 1","256__morally_24__inferior_25 2","256__system_28__inferior_25 1",,,"7886__body_6__gold_5 2","10368__pay_20__rise_30 3","10368__pensioners_25__rise_30 2","10368__er_27__rise_30 1","10368__pound_29__rise_30 2",,,"213__changes_13__co-ordinated_21 1","1137__building_18__seen_22 0","1137__christenings_24__seen_22 1","1137__marriages_26__seen_22 1","1137__burials_28__seen_22 2",,,"383__change_13__setting_10 2",2,1,2,,
"3QE4DGPGBQA17KMW6E6HDHONJI3G4L","3OWEPKL089C6NJJVLIMLUXCE6O57NJ",49,"Approved","Wed Jan 11 18:55:12 PST 2017","Thu Jan 12 10:48:05 PST 2017",,,203,"7769__Metaphor_1__source_20 1","7769__coiled_3__source_20 1","7769__sunflower_7__source_20 2","7769__light_22__source_20 1",,,,"1812__ship_15__waiting_16 1","7939__names_10__parallels_30 3","7939__cultural_29__parallels_30 3","7939__aspects_34__parallels_30 3","7939__brow_42__parallels_30 3",,,"275__house_5__half-way_4 1","256__compromise_15__inferior_25 1","256__election_20__inferior_25 2","256__morally_24__inferior_25 2","256__system_28__inferior_25 2",,,"7886__body_6__gold_5 0","10368__pay_20__rise_30 1","10368__pensioners_25__rise_30 2","10368__er_27__rise_30 3","10368__pound_29__rise_30 3",,,"213__changes_13__co-ordinated_21 1","1137__building_18__seen_22 0","1137__christenings_24__seen_22 0","1137__marriages_26__seen_22 0","1137__burials_28__seen_22 0",,,"383__change_13__setting_10 1",3,1,0,,
"3QE4DGPGBQA17KMW6E6HDHONJI3G4L","3TOK3KHVJTIO54J7MXMY9MCJW0Z7OR",43,"Approved","Thu Jan 12 11:18:21 PST 2017","Thu Jan 12 11:52:54 PST 2017",,,201,"7769__Metaphor_1__source_20 0","7769__coiled_3__source_20 0","7769__sunflower_7__source_20 0","7769__light_22__source_20 0",,,,"1812__ship_15__waiting_16 0","7939__names_10__parallels_30 0","7939__cultural_29__parallels_30 0","7939__aspects_34__parallels_30 0","7939__brow_42__parallels_30 0",,,"275__house_5__half-way_4 0","256__compromise_15__inferior_25 0","256__election_20__inferior_25 0","256__morally_24__inferior_25 0","256__system_28__inferior_25 0",,,"7886__body_6__gold_5 0","10368__pay_20__rise_30 0","10368__pensioners_25__rise_30 0","10368__er_27__rise_30 0","10368__pound_29__rise_30 0",,,"213__changes_13__co-ordinated_21 0","1137__building_18__seen_22 1","1137__christenings_24__seen_22 1","1137__marriages_26__seen_22 1","1137__burials_28__seen_22 1",,,"383__change_13__setting_10 0",3,1,0,,
"3QE4DGPGBQA17KMW6E6HDHONJI3G4L","3VHP9MDGRNK0B81AEBBJ2EVJ583CF3",60,"Approved","Wed Jan 11 16:58:29 PST 2017","Thu Jan 12 10:48:08 PST 2017",,,486,"7769__Metaphor_1__source_20 0","7769__coiled_3__source_20 0","7769__sunflower_7__source_20 0","7769__light_22__source_20 0",,,,"1812__ship_15__waiting_16 0","7939__names_10__parallels_30 0","7939__cultural_29__parallels_30 0","7939__aspects_34__parallels_30 0","7939__brow_42__parallels_30 0",,,"275__house_5__half-way_4 3","256__compromise_15__inferior_25 0","256__election_20__inferior_25 0","256__morally_24__inferior_25 0","256__system_28__inferior_25 0",,,"7886__body_6__gold_5 0","10368__pay_20__rise_30 0","10368__pensioners_25__rise_30 0","10368__er_27__rise_30 0","10368__pound_29__rise_30 0",,,"213__changes_13__co-ordinated_21 0","1137__building_18__seen_22 1","1137__christenings_24__seen_22 0","1137__marriages_26__seen_22 0","1137__burials_28__seen_22 0",,,"383__change_13__setting_10 0",3,1,0,,
"3RWB1RTQDIM83Y2XL0MHO2IKMVM8PO","30OG32W0SUBRWYY58Q0R074VSASNE2",61,"Approved","Wed Jan 11 12:24:52 PST 2017","Thu Jan 12 10:48:08 PST 2017",,,332,"7932__tree_4__struck_10 1","7932__trunk_8__struck_10 2","7932__lightning_12__struck_10 3","7932__sawed-off_14__struck_10 0",,,,"5867__feelings_44__revived_41 2","73__elections_6__promoted_12 0","73__representatives_8__promoted_12 0","73__ideal_14__promoted_12 1","73__border-free_17__promoted_12 0",,,"60__reform_17__constitutional_16 0","359__couple_2__links_6 2","359__maintain_4__links_6 2","359__close_5__links_6 1","359__schools_9__links_6 0",,,"5955__glazed_20__shone_18 3","301__pub_26__circuit_28 0","301__rock_27__circuit_28 0","301__plays_29__circuit_28 2","301__host_30__circuit_28 1",,,"7711__particle_3__positive_2 0","7940__churchyard_3__tried_15 0","7940__parish_7__tried_15 2","7940__family_9__tried_15 0","7940__name_17__tried_15 0",,,"2488__headaches_5__blinding_4 3",3,1,0,,
"3RWB1RTQDIM83Y2XL0MHO2IKMVM8PO","31HQ4X3T3SA2IH02X84HCW4LO63LS1",50,"Approved","Wed Jan 11 12:29:44 PST 2017","Thu Jan 12 10:48:08 PST 2017",,,82,"7932__tree_4__struck_10 3","7932__trunk_8__struck_10 3","7932__lightning_12__struck_10 3","7932__sawed-off_14__struck_10 3",,,,"5867__feelings_44__revived_41 3","73__elections_6__promoted_12 1","73__representatives_8__promoted_12 1","73__ideal_14__promoted_12 1","73__border-free_17__promoted_12 1",,,"60__reform_17__constitutional_16 0","359__couple_2__links_6 0","359__maintain_4__links_6 0","359__close_5__links_6 0","359__schools_9__links_6 0",,,"5955__glazed_20__shone_18 2","301__pub_26__circuit_28 1","301__rock_27__circuit_28 1","301__plays_29__circuit_28 1","301__host_30__circuit_28 1",,,"7711__particle_3__positive_2 1","7940__churchyard_3__tried_15 1","7940__parish_7__tried_15 1","7940__family_9__tried_15 1","7940__name_17__tried_15 1",,,"2488__headaches_5__blinding_4 1",3,1,0,,
"3RWB1RTQDIM83Y2XL0MHO2IKMVM8PO","33JKGHPFYCUP8MQIPOOADF941D0MN9",49,"Approved","Wed Jan 11 19:06:04 PST 2017","Thu Jan 12 10:48:08 PST 2017",,,199,"7932__tree_4__struck_10 0","7932__trunk_8__struck_10 1","7932__lightning_12__struck_10 1","7932__sawed-off_14__struck_10 0",,,,"5867__feelings_44__revived_41 3","73__elections_6__promoted_12 2","73__representatives_8__promoted_12 2","73__ideal_14__promoted_12 1","73__border-free_17__promoted_12 3",,,"60__reform_17__constitutional_16 1","359__couple_2__links_6 1","359__maintain_4__links_6 1","359__close_5__links_6 1","359__schools_9__links_6 2",,,"5955__glazed_20__shone_18 3","301__pub_26__circuit_28 3","301__rock_27__circuit_28 3","301__plays_29__circuit_28 3","301__host_30__circuit_28 3",,,"7711__particle_3__positive_2 1","7940__churchyard_3__tried_15 0","7940__parish_7__tried_15 0","7940__family_9__tried_15 1","7940__name_17__tried_15 1",,,"2488__headaches_5__blinding_4 3",3,1,0,,
"3RWB1RTQDIM83Y2XL0MHO2IKMVM8PO","34S9DKFK73PP23FW8RCL7AWBAP4YN5",62,"Approved","Thu Jan 12 11:27:44 PST 2017","Thu Jan 12 11:52:54 PST 2017",,,525,"7932__tree_4__struck_10 0","7932__trunk_8__struck_10 1","7932__lightning_12__struck_10 0","7932__sawed-off_14__struck_10 1",,,,"5867__feelings_44__revived_41 2","73__elections_6__promoted_12 0","73__representatives_8__promoted_12 0","73__ideal_14__promoted_12 3","73__border-free_17__promoted_12 0",,,"60__reform_17__constitutional_16 0","359__couple_2__links_6 0","359__maintain_4__links_6 1","359__close_5__links_6 0","359__schools_9__links_6 0",,,"5955__glazed_20__shone_18 3","301__pub_26__circuit_28 3","301__rock_27__circuit_28 1","301__plays_29__circuit_28 0","301__host_30__circuit_28 0",,,"7711__particle_3__positive_2 3","7940__churchyard_3__tried_15 1","7940__parish_7__tried_15 1","7940__family_9__tried_15 0","7940__name_17__tried_15 0",,,"2488__headaches_5__blinding_4 3",3,1,0,,
"3RWB1RTQDIM83Y2XL0MHO2IKMVM8PO","3BEFOD78W6T3MEGC7J9EE634AWUM43",63,"Rejected","Wed Jan 11 15:51:12 PST 2017",,"Thu Jan 12 10:48:08 PST 2017","Auto-Reject: Quality-control program identified this assignment as spam.",132,"7932__tree_4__struck_10 0","7932__trunk_8__struck_10 0","7932__lightning_12__struck_10 1","7932__sawed-off_14__struck_10 1",,,,"5867__feelings_44__revived_41 1","73__elections_6__promoted_12 1","73__representatives_8__promoted_12 1","73__ideal_14__promoted_12 1","73__border-free_17__promoted_12 1",,,"60__reform_17__constitutional_16 1","359__couple_2__links_6 2","359__maintain_4__links_6 2","359__close_5__links_6 2","359__schools_9__links_6 2",,,"5955__glazed_20__shone_18 2","301__pub_26__circuit_28 2","301__rock_27__circuit_28 2","301__plays_29__circuit_28 2","301__host_30__circuit_28 1",,,"7711__particle_3__positive_2 2","7940__churchyard_3__tried_15 2","7940__parish_7__tried_15 2","7940__family_9__tried_15 1","7940__name_17__tried_15 2",,,"2488__headaches_5__blinding_4 1",2,0,0,,
